396,395,376
265,75,76
308,83,84
86,87,308
84,85,308
308,85,86
338,318,319
338,359,358
363,342,343
342,363,362
340,361,360
185,172,186
172,173,186
250,228,251
229,252,251
228,229,251
22,20,21
19,266,288
15,16,17
288,311,310
18,19,288
19,20,266
20,22,266
374,393,373
7,350,4
5,7,4
7,5,6
370,350,351
389,350,370
389,4,350
371,370,351
389,3,4
314,292,315
314,334,333
334,314,315
311,312,331
419,401,402
401,419,418
435,419,436
419,435,418
375,374,355
375,356,376
356,375,355
395,375,376
453,445,454
137,453,136
196,213,212
193,192,179
193,180,194
180,193,179
80,81,309
309,79,80
309,81,82
309,82,83
261,239,262
265,74,75
219,241,218
242,219,73
264,219,242
76,77,265
308,87,88
308,309,83
284,262,285
88,89,91
327,346,326
295,318,317
336,316,317
318,337,317
337,338,358
338,337,318
337,336,317
252,275,251
297,275,298
366,346,367
233,255,232
278,255,279
339,338,319
359,339,360
339,359,338
339,340,360
341,342,362
361,341,362
340,341,361
341,340,321
168,57,58
164,165,176
165,164,52
165,177,176
177,165,166
184,201,200
201,184,185
173,187,186
48,49,162
161,173,172
48,161,47
160,161,172
165,52,53
189,205,188
175,164,176
164,175,163
175,189,188
189,175,176
330,310,311
351,330,331
350,330,351
330,311,331
310,17,18
288,310,18
15,17,310
32,220,30
245,246,269
245,269,268
243,26,27
221,243,220
198,221,220
39,41,182
41,42,169
393,411,410
392,393,410
393,392,373
352,351,331
352,371,351
7,8,350
10,8,9
8,10,350
246,270,269
247,270,246
270,292,269
374,354,355
354,374,373
353,354,373
354,353,333
334,354,333
354,334,355
290,267,268
130,457,129
457,128,129
458,457,449
450,458,449
404,421,403
384,404,403
344,364,343
364,363,343
364,344,365
384,364,365
363,382,362
401,382,402
444,433,445
444,445,453
453,137,138
454,136,453
454,135,136
446,454,445
454,446,455
453,138,444
444,138,139
377,396,376
144,429,430
167,168,179
56,168,167
309,287,79
96,264,95
264,241,219
197,67,215
196,197,213
236,237,259
258,236,259
215,67,68
236,214,237
214,236,213
197,214,213
197,66,67
72,73,219
242,73,74
219,218,71
219,71,72
216,217,239
238,239,261
406,424,423
284,261,262
304,327,326
296,297,319
318,296,319
295,296,318
296,295,273
361,380,360
398,399,416
415,398,416
417,433,416
399,417,416
294,295,317
316,294,317
335,356,355
334,335,355
335,336,356
335,334,315
335,316,336
316,335,315
344,345,365
346,345,326
366,345,346
345,366,365
280,302,279
324,344,343
210,233,232
210,193,194
210,211,233
211,210,194
195,211,194
195,196,212
211,195,212
299,321,298
321,320,298
297,320,319
320,297,298
340,320,321
339,320,340
320,339,319
167,166,55
56,57,168
190,189,176
177,190,176
178,167,179
192,178,179
167,178,166
178,177,166
183,184,200
161,162,173
48,162,161
