83,84,215
243,86,87
85,215,84
83,215,214
243,215,85
243,85,86
82,83,214
82,214,190
212,79,188
0,1,4
80,189,188
80,81,189
190,81,82
242,214,215
243,242,215
651,650,624
650,141,142
141,650,651
158,159,606
158,607,608
607,158,606
620,619,589
160,162,39
162,38,39
38,162,161
38,161,37
140,141,651
656,135,136
656,136,654
655,656,654
631,655,654
135,659,134
220,247,23
620,589,554
620,590,621
590,591,621
189,190,213
190,189,81
190,214,241
212,187,79
271,243,88
243,271,242
568,122,123
143,649,142
649,650,142
159,605,606
159,636,605
159,0,636
400,366,367
2,3,635
500,461,462
461,426,462
574,5,573
576,607,606
179,171,172
195,220,219
245,33,216
217,246,245
217,245,216
245,32,33
216,192,217
191,216,33
178,216,191
217,26,246
192,193,218
529,491,492
128,529,127
128,566,528
529,128,528
629,653,652
629,652,138
629,628,598
629,138,628
597,139,627
628,138,139
631,632,655
131,632,130
632,131,655
659,133,134
658,131,132
133,658,132
658,133,659
131,657,655
656,657,135
657,656,655
658,657,131
657,659,135
657,658,659
304,305,335
277,305,304
366,333,367
333,366,332
620,554,590
151,644,150
172,163,164
236,71,266
71,236,70
242,241,214
190,241,213
213,212,189
189,212,188
187,212,211
324,354,353
296,354,324
530,126,127
530,492,454
532,123,567
421,387,422
457,421,422
634,120,633
527,564,526
599,629,598
630,564,600
233,206,186
648,649,143
622,144,621
650,623,624
649,623,650
145,647,144
647,620,621
144,647,621
574,636,4
1,635,4
574,605,636
574,4,5
0,4,636
3,4,635
547,548,583
368,401,367
401,400,367
510,548,547
552,587,551
157,158,608
610,580,611
460,9,10
501,500,462
390,14,357
15,357,14
390,13,14
609,607,577
576,577,607
539,575,605
539,605,574
605,575,606
575,576,606
540,575,539
575,540,576
161,36,37
180,181,48
244,31,32
36,161,169
161,162,170
36,169,168
180,193,179
193,192,179
193,180,194
192,218,217
137,653,654
136,137,654
653,137,652
314,344,343
314,313,289
313,314,343
630,601,631
601,632,631
200,55,201
202,201,55
252,226,253
616,615,585
615,616,645
160,163,162
160,164,163
41,39,40
167,46,174
47,166,167
221,248,247
221,220,195
221,247,220
200,201,226
200,54,55
210,78,187
211,210,187
211,238,77
211,77,210
236,235,209
297,242,271
94,241,270
319,72,73
319,318,72
418,419,454
384,419,418
449,448,413
417,383,418
383,384,418
89,271,88
89,297,271
100,356,99
101,389,356
452,416,417
567,124,531
532,567,531
532,568,123
495,531,494
495,532,531
530,454,493
493,126,530
354,386,353
386,354,387
386,421,420
421,386,387
457,494,456
457,495,494
456,421,457
421,456,420
604,118,634
119,634,118
634,119,120
457,496,495
568,569,122
631,653,630
631,654,653
630,600,601
653,629,599
653,599,630
630,599,564
233,186,207
67,207,186
67,68,207
622,648,144
591,622,621
648,622,649
622,623,649
646,647,145
646,145,146
619,647,147
147,647,646
401,435,400
580,581,611
470,509,508
509,546,508
546,509,547
509,510,547
554,553,516
553,554,589
644,645,150
615,645,644
587,586,551
586,616,585
637,157,608
157,637,156
155,610,611
155,639,610
639,155,156
461,537,499
499,460,461
461,500,537
499,9,460
9,499,8
538,574,573
574,538,539
538,537,500
501,538,500
538,501,539
425,426,461
609,637,608
392,427,426
426,427,462
326,327,360
359,326,360
541,577,576
540,541,576
501,502,539
502,540,539
48,195,194
180,48,194
48,181,47
181,173,47
173,166,47
42,173,164
178,171,179
171,170,162
171,162,163
161,170,169
24,25,219
24,219,220
195,219,194
219,193,194
219,25,218
193,219,218
217,218,26
25,26,218
273,300,22
300,273,301
274,248,275
247,274,23
23,301,273
290,314,289
344,376,343
376,411,410
313,288,289
564,563,526
563,599,598
599,563,564
562,563,598
625,651,624
651,625,626
597,628,139
628,597,598
597,562,598
562,597,561
597,596,561
596,597,627
129,601,566
128,129,566
632,129,130
601,129,632
600,564,527
566,565,528
565,527,489
600,527,565
566,601,600
566,600,565
305,336,335
334,368,367
334,304,335
368,334,335
333,334,367
334,303,304
303,334,333
201,228,227
201,227,226
226,227,253
56,201,202
201,56,228
439,404,405
477,441,442
614,613,583
164,41,165
160,41,164
41,160,39
167,44,46
47,167,174
167,43,44
43,167,166
277,250,251
197,198,199
50,197,222
225,252,251
252,225,226
225,200,226
237,77,238
234,233,207
265,236,266
265,235,236
297,90,91
93,270,297
297,270,242
89,90,297
213,241,269
240,212,213
267,294,76
237,238,267
237,267,76
71,293,266
72,293,71
293,72,318
74,320,73
349,73,320
349,319,73
319,348,318
348,319,349
323,324,353
75,323,322
323,352,322
352,323,353
74,322,321
75,294,323
294,75,76
74,75,322
488,527,526
488,449,450
450,414,415
414,380,415
414,449,413
449,414,450
416,382,417
382,383,417
321,352,351
351,352,384
321,322,352
383,351,384
424,102,103
356,355,99
387,354,325
387,325,355
388,423,422
387,388,422
355,388,387
355,356,388
528,490,491
453,418,454
453,417,418
492,453,454
453,452,417
125,494,531
124,125,531
493,125,126
419,385,420
352,385,384
385,352,353
385,419,384
385,386,420
386,385,353
455,493,454
419,455,454
455,419,420
455,456,494
456,455,420
125,455,494
455,125,493
604,117,118
423,458,422
458,457,422
458,496,457
122,569,570
496,533,495
533,532,495
532,533,568
533,496,534
569,533,534
533,569,568
104,424,103
70,209,69
236,209,70
623,593,624
436,435,401
582,546,547
582,547,583
613,582,583
582,581,546
619,588,589
552,588,587
588,618,587
553,588,552
588,553,589
148,588,619
588,148,618
549,550,585
550,513,551
550,586,585
586,550,551
618,617,587
617,645,616
586,617,616
617,586,587
637,639,156
639,638,610
638,609,578
637,638,639
609,638,637
154,641,153
640,155,611
7,499,537
499,536,8
7,536,499
6,538,573
538,6,537
6,7,537
425,12,390
390,12,13
391,392,426
391,390,357
391,425,390
425,391,426
327,17,18
17,327,326
358,359,392
392,391,357
358,357,15
392,357,358
358,326,359
16,17,326
16,358,15
358,16,326
366,365,332
427,463,462
463,501,462
463,502,501
502,463,464
503,502,464
503,541,540
502,503,540
469,470,508
541,542,577
327,361,360
172,171,163
179,172,180
42,164,165
172,181,180
172,173,181
173,172,164
244,32,245
246,244,245
28,31,244
29,30,31
28,29,31
192,178,179
178,192,216
191,170,178
178,170,171
300,330,299
247,248,274
23,274,301
220,23,24
303,302,275
301,302,332
302,333,332
302,303,333
274,302,301
302,274,275
315,345,344
314,315,344
290,315,314
315,290,291
310,283,284
342,313,343
66,186,206
186,66,67
185,65,205
184,185,204
65,185,64
311,285,286
256,257,283
257,256,58
59,283,257
258,283,59
525,563,562
563,525,526
486,447,448
447,486,485
651,626,140
626,596,627
140,627,139
140,626,627
626,595,596
595,626,625
445,409,410
523,484,485
484,523,522
517,554,516
278,277,251
252,278,251
277,278,305
56,57,228
58,256,255
254,57,255
58,255,57
254,228,57
281,254,255
254,227,228
227,254,253
441,407,442
406,407,441
407,406,373
477,476,441
614,642,613
641,642,153
642,641,613
549,584,548
548,584,583
615,584,585
584,549,585
614,584,615
584,614,583
173,42,166
42,43,166
276,303,275
303,276,304
276,277,304
276,250,277
182,198,197
198,182,51
50,182,197
198,52,199
52,198,51
196,222,221
49,221,195
48,49,195
223,222,197
221,222,248
196,221,49
50,222,196
224,53,225
225,53,200
200,53,54
52,53,199
223,199,224
250,224,251
224,250,223
197,199,223
224,199,53
224,225,251
175,46,44
45,175,44
234,208,235
208,209,235
68,208,207
208,234,207
209,68,69
209,208,68
263,290,289
234,263,233
238,240,239
211,212,240
238,211,240
269,239,240
269,95,239
97,98,325
355,98,99
98,355,325
296,325,354
296,97,325
316,315,291
315,316,345
380,381,415
381,348,349
381,416,415
348,381,380
381,382,416
382,381,349
320,350,349
350,382,349
382,350,383
350,351,383
351,350,321
321,350,320
321,320,74
101,356,100
423,356,389
423,388,356
459,389,424
102,389,101
424,389,102
451,450,415
416,451,415
452,451,416
490,451,452
528,491,529
529,530,127
529,492,530
491,490,452
453,491,452
491,453,492
459,423,389
459,458,423
424,104,498
498,104,105
558,593,557
592,622,591
592,593,623
622,592,623
593,592,557
592,556,557
556,592,591
409,408,374
556,519,557
518,481,519
619,620,647
147,148,619
510,511,548
511,510,472
511,549,548
473,511,472
402,401,368
402,436,401
471,509,470
510,471,472
435,471,470
509,471,510
436,471,435
471,436,472
582,612,581
581,612,611
612,582,613
611,612,154
611,154,640
641,612,613
612,641,154
149,617,618
617,149,645
148,149,618
645,149,150
11,12,425
460,11,425
460,425,461
11,460,10
467,466,431
507,469,508
359,427,392
359,393,427
393,359,360
34,191,33
169,191,34
191,169,170
169,35,168
169,34,35
329,20,299
20,21,299
300,272,22
272,300,299
21,272,299
329,298,20
330,329,299
331,301,332
331,300,301
365,331,332
331,365,364
331,330,300
330,331,364
345,377,344
377,376,344
377,411,376
378,377,345
282,340,309
281,255,256
281,282,309
282,310,340
310,282,283
282,256,283
281,256,282
230,203,204
203,184,204
341,342,374
408,341,374
176,64,177
176,63,64
183,177,184
185,177,64
177,185,184
258,285,284
258,284,283
524,562,561
486,524,485
524,523,485
523,524,561
525,524,486
524,525,562
487,486,448
487,488,526
449,487,448
488,487,449
525,487,526
487,525,486
560,523,561
596,560,561
523,560,522
595,560,596
375,376,410
376,375,343
375,342,343
342,375,374
375,409,374
409,375,410
446,447,485
411,446,410
446,445,410
447,446,411
446,484,445
484,446,485
483,521,482
521,483,522
483,484,522
484,483,445
479,478,442
477,478,516
478,477,442
478,479,518
478,517,516
556,591,590
556,590,555
554,555,590
517,555,554
336,337,370
254,280,253
280,254,281
372,406,405
406,372,339
440,406,441
406,440,405
440,439,405
476,440,441
515,553,552
553,515,516
515,477,516
515,476,477
643,614,615
643,615,644
643,642,614
249,276,275
250,249,223
248,249,275
276,249,250
249,222,223
222,249,248
264,234,235
290,264,291
264,265,291
265,264,235
264,263,234
263,264,290
241,242,270
213,269,240
269,94,95
267,239,268
267,238,239
239,96,268
346,378,345
316,346,345
265,292,291
292,265,266
293,292,266
292,316,291
565,489,490
489,488,450
488,489,527
565,490,528
489,451,490
451,489,450
572,116,604
604,116,117
122,570,602
535,569,534
498,105,106
424,498,459
593,594,624
594,625,624
594,595,625
558,594,593
443,481,480
481,443,482
521,520,482
520,481,482
520,558,557
558,520,521
520,519,481
519,520,557
512,473,474
550,512,513
513,512,474
512,550,549
512,511,473
511,512,549
404,403,370
430,429,395
466,430,431
503,504,541
504,542,541
434,435,470
435,434,400
469,434,470
433,434,469
365,398,364
398,397,364
546,545,508
545,581,580
581,545,546
545,507,508
468,433,469
507,468,469
609,608,607
609,577,578
542,578,577
543,578,542
428,463,427
463,428,464
428,429,464
393,428,427
246,27,244
27,28,244
26,27,246
298,328,19
298,329,328
328,361,327
328,327,18
19,328,18
396,397,431
396,430,395
430,396,431
412,378,413
412,447,411
448,412,413
447,412,448
412,377,378
377,412,411
184,203,61
177,62,176
183,62,177
233,232,206
342,312,313
313,312,287
312,341,311
341,312,342
59,60,229
518,479,480
478,518,517
518,480,481
519,556,555
518,555,517
519,555,518
278,306,305
306,336,305
306,337,336
308,281,309
308,280,281
337,371,370
404,371,405
371,404,370
371,337,338
371,372,405
372,371,338
475,513,474
439,475,474
475,440,476
440,475,439
152,644,151
152,643,644
642,152,153
643,152,642
297,91,92
93,297,92
268,96,296
239,95,96
296,96,97
267,295,294
323,295,324
295,323,294
295,296,324
295,268,296
268,295,267
414,379,380
379,414,413
378,379,413
346,379,378
317,346,316
317,293,318
292,317,316
317,292,293
570,535,571
535,570,569
603,604,634
121,634,633
572,603,571
603,570,571
570,603,121
121,603,634
570,121,602
459,497,458
458,497,496
496,497,534
559,521,522
559,558,521
560,559,522
559,560,595
559,594,558
594,559,595
444,483,482
444,409,445
444,408,409
483,444,445
443,444,482
444,443,408
369,368,335
336,369,335
369,336,370
369,402,368
369,403,402
403,369,370
473,438,474
438,439,474
439,438,404
438,403,404
429,465,464
430,465,429
465,503,464
465,430,466
504,465,466
465,504,503
505,543,542
505,466,467
504,505,542
505,504,466
434,399,400
399,366,400
399,365,366
399,434,433
398,399,433
399,398,365
545,544,507
544,545,580
432,398,433
432,467,431
397,432,431
398,432,397
468,432,433
432,468,467
429,394,395
361,394,360
394,361,395
394,393,360
394,428,393
428,394,429
363,330,364
397,363,364
363,329,330
396,363,397
185,205,204
65,66,206
65,206,205
232,205,206
262,263,289
288,262,289
263,262,233
261,262,288
262,232,233
232,262,261
259,285,258
259,286,285
260,259,230
259,260,286
260,287,286
287,261,288
286,287,312
287,260,261
286,312,311
313,287,288
184,61,183
279,278,252
279,252,253
280,279,253
279,306,278
340,339,309
406,339,373
339,340,373
339,372,338
308,339,338
339,308,309
514,515,552
514,552,551
513,514,551
515,514,476
